timestamp | workflow | anomaly | cost($) | status
2025-10-28 16:39:57 | inventory_tracking | workflow_delay | $0.0904 | partial
2025-10-28 16:40:12 | customer_support | queue_pressure | $0.0908 | partial
2025-10-28 16:40:48 | order_processing | api_failure | $0.0950 | partial
2025-10-28 16:41:02 | customer_support | workflow_delay | $0.0917 | partial
2025-10-28 16:41:06 | order_processing | data_error | $0.0939 | partial
2025-10-28 16:41:07 | customer_support | data_error | $0.0983 | partial
2025-10-28 16:41:28 | order_processing | workflow_delay | $0.0989 | partial
2025-10-28 16:41:47 | customer_support | data_error | $0.0975 | partial
2025-10-28 16:42:06 | order_processing | data_error | $0.0888 | partial
2025-10-28 16:42:21 | customer_support | queue_pressure | $0.0901 | partial
2025-10-28 16:42:36 | inventory_tracking | data_error | $0.0982 | partial
2025-10-28 16:42:56 | order_processing | data_error | $0.0930 | partial
2025-10-28 16:43:16 | order_processing | data_error | $0.0980 | partial
2025-10-28 16:43:32 | order_processing | data_error | $0.0937 | partial
2025-10-28 16:43:52 | inventory_tracking | data_error | $0.0956 | partial
2025-10-28 16:44:12 | invoice_processing | workflow_delay | $0.0956 | partial
2025-10-28 16:44:31 | invoice_processing | data_error | $0.0951 | partial
2025-10-28 16:44:47 | inventory_tracking | workflow_delay | $0.0972 | partial
2025-10-28 16:45:07 | invoice_processing | workflow_delay | $0.0908 | partial
2025-10-28 16:45:22 | invoice_processing | queue_pressure | $0.0876 | partial
2025-10-28 16:45:37 | invoice_processing | workflow_delay | $0.0894 | partial
2025-10-28 16:46:48 | inventory_tracking | queue_pressure | $0.0963 | partial
2025-10-28 16:47:06 | inventory_tracking | api_failure | $0.0926 | partial
2025-10-28 16:47:21 | order_processing | queue_pressure | $0.0955 | partial
2025-10-28 16:47:31 | invoice_processing | workflow_delay | $0.0959 | partial
2025-10-28 16:47:41 | invoice_processing | queue_pressure | $0.0916 | partial
2025-10-28 16:47:57 | inventory_tracking | queue_pressure | $0.0918 | partial
2025-10-28 16:48:16 | customer_support | data_error | $0.0930 | partial
2025-10-28 16:48:31 | inventory_tracking | api_failure | $0.0912 | partial
2025-10-28 16:48:42 | invoice_processing | data_error | $0.0906 | partial
2025-10-28 16:48:49 | order_processing | workflow_delay | $0.0978 | partial
2025-10-28 16:49:01 | inventory_tracking | api_failure | $0.0963 | partial
2025-10-28 16:49:21 | order_processing | api_failure | $0.0927 | partial
2025-10-28 16:49:36 | invoice_processing | data_error | $0.0911 | partial
2025-10-28 16:49:56 | invoice_processing | workflow_delay | $0.0967 | partial
2025-10-28 16:50:16 | order_processing | api_failure | $0.0881 | partial
2025-10-28 16:50:32 | inventory_tracking | api_failure | $0.0955 | partial
2025-10-28 16:50:47 | order_processing | queue_pressure | $0.0920 | partial
2025-10-28 16:51:02 | invoice_processing | workflow_delay | $0.0966 | partial
2025-10-28 16:51:48 | invoice_processing | data_error | $0.0926 | partial
2025-10-28 16:52:10 | order_processing | queue_pressure | $0.0908 | partial
2025-10-28 16:52:26 | order_processing | api_failure | $0.0984 | partial
2025-10-28 16:52:47 | inventory_tracking | workflow_delay | $0.0968 | partial
2025-10-28 16:53:02 | customer_support | workflow_delay | $0.0975 | partial
2025-10-28 16:53:22 | inventory_tracking | api_failure | $0.0940 | partial
2025-10-28 16:53:37 | customer_support | workflow_delay | $0.0937 | partial
2025-10-28 16:54:48 | invoice_processing | data_error | $0.0916 | partial
2025-10-28 16:55:48 | invoice_processing | workflow_delay | $0.0933 | partial
2025-10-28 16:56:48 | order_processing | api_failure | $0.0957 | partial
2025-10-28 16:57:48 | order_processing | queue_pressure | $0.0932 | partial
2025-10-28 16:58:48 | invoice_processing | workflow_delay | $0.0951 | partial
2025-10-28 16:59:48 | customer_support | api_failure | $0.0928 | partial
2025-10-28 17:00:48 | order_processing | data_error | $0.0979 | partial
2025-10-28 17:01:48 | customer_support | workflow_delay | $0.0911 | partial
2025-10-28 17:02:48 | order_processing | data_error | $0.0875 | partial
2025-10-28 17:03:48 | invoice_processing | api_failure | $0.0948 | partial
2025-10-28 17:04:48 | order_processing | api_failure | $0.0918 | partial
2025-10-28 17:05:48 | inventory_tracking | data_error | $0.0973 | partial
2025-10-28 17:06:48 | order_processing | api_failure | $0.0949 | partial
2025-10-28 17:07:48 | order_processing | api_failure | $0.0969 | partial
2025-10-28 17:08:48 | inventory_tracking | data_error | $0.0888 | partial
2025-10-28 17:09:48 | inventory_tracking | workflow_delay | $0.0922 | partial
2025-10-28 17:10:47 | inventory_tracking | queue_pressure | $0.0881 | partial
2025-10-28 17:11:47 | customer_support | data_error | $0.0953 | partial
2025-10-28 17:12:48 | inventory_tracking | workflow_delay | $0.0962 | partial
2025-10-28 17:13:48 | invoice_processing | workflow_delay | $0.0904 | partial
2025-10-28 17:14:48 | inventory_tracking | workflow_delay | $0.0952 | partial
2025-10-28 17:15:48 | inventory_tracking | api_failure | $0.0966 | partial
2025-10-28 17:16:48 | invoice_processing | api_failure | $0.0975 | partial
2025-10-28 17:17:48 | order_processing | workflow_delay | $0.0906 | partial
2025-10-28 17:18:48 | customer_support | data_error | $0.0986 | partial
2025-10-28 17:19:48 | order_processing | data_error | $0.0985 | partial
2025-10-28 17:20:48 | invoice_processing | queue_pressure | $0.0969 | partial
2025-10-28 17:21:48 | inventory_tracking | data_error | $0.0971 | partial
2025-10-28 17:38:56 | order_processing | workflow_delay | $0.0905 | partial
2025-10-28 17:38:58 | invoice_processing | queue_pressure | $0.0898 | partial
2025-10-28 17:39:16 | order_processing | api_failure | $0.0907 | partial
2025-10-28 17:39:36 | invoice_processing | workflow_delay | $0.0978 | partial
2025-10-28 17:39:51 | inventory_tracking | workflow_delay | $0.0936 | partial
2025-10-28 17:40:06 | inventory_tracking | queue_pressure | $0.0965 | partial
2025-10-28 17:40:26 | invoice_processing | api_failure | $0.0904 | partial
2025-10-28 17:40:46 | order_processing | workflow_delay | $0.0990 | partial
2025-10-28 17:41:47 | invoice_processing | workflow_delay | $0.0925 | partial
2025-10-28 17:42:47 | inventory_tracking | api_failure | $0.0913 | partial
2025-10-28 17:43:47 | invoice_processing | api_failure | $0.0954 | partial
2025-10-28 17:44:47 | invoice_processing | data_error | $0.0876 | partial
2025-10-28 17:45:47 | customer_support | api_failure | $0.0933 | partial
2025-10-28 17:46:47 | customer_support | data_error | $0.0948 | partial
2025-10-28 17:47:47 | order_processing | api_failure | $0.0987 | partial
2025-10-28 17:48:47 | inventory_tracking | workflow_delay | $0.0883 | partial
